Text,link,AnalyzedTextWithoutHttp,hashtag,AnalyzedTextWithoutHttpHashtag,user_mentioned,AnalyzedTextWithoutHttpHashtagUserName,AnalyzedTextWithoutHttpHashtagUserNameNonAlpha,AnalyzedText,positive,negative,neutral,compound,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
"Anaconda texture. Ballistic nylon. Obelisks. Air Yeezy II.
",,Anaconda texture. Ballistic nylon. Obelisks. Air Yeezy II.,,Anaconda texture. Ballistic nylon. Obelisks. Air Yeezy II.,,Anaconda texture. Ballistic nylon. Obelisks. Air Yeezy II.,Anaconda Ballistic Air Yeezy,Anaconda Ballistic Air Yeezy,0.0,0.0,1.0,0.0,540,2,0.402,"get, time, know, play, see, day, big, share, future, street",['yeezy']
"Meet your new personal trainer, the Nike LunarTR1+. Track your workouts anytime anywhere. Measure how hard, fast and often you train, getting real-time data on your iPhone.
",,"Meet your new personal trainer, the Nike LunarTR1+. Track your workouts anytime anywhere. Measure how hard, fast and often you train, getting real-time data on your iPhone.",,"Meet your new personal trainer, the Nike LunarTR1+. Track your workouts anytime anywhere. Measure how hard, fast and often you train, getting real-time data on your iPhone.",,"Meet your new personal trainer, the Nike LunarTR1+. Track your workouts anytime anywhere. Measure how hard, fast and often you train, getting real-time data on your iPhone.",Meet your new personal the Nike Track your workouts anytime Measure how fast and often you getting data on your,Meet new personal Nike Track workouts anytime Measure fast often getting data,0.0,0.0,1.0,0.0,541,4,0.4826,"good, feel, thing, look, athlete, new, nike, go, second, football","['meet', 'new', 'personal', 'nike', 'track', 'workout', 'anytime', 'measure', 'fast', 'often', 'get', 'datum']"
"Pause for a second and repeat after us, ‘I did that.’ Here’s your reminder from @aja22wilson to give yourself the credit you deserve. 💐 Tune into FM Broadcast to see the full episode. Link in bio.
",,"Pause for a second and repeat after us, ‘I did that.’ Here’s your reminder from @aja22wilson to give yourself the credit you deserve. 💐 Tune into FM Broadcast to see the full episode. Link in bio.",,"Pause for a second and repeat after us, ‘I did that.’ Here’s your reminder from @aja22wilson to give yourself the credit you deserve. 💐 Tune into FM Broadcast to see the full episode. Link in bio.",@aja22wilson,"Pause for a second and repeat after us, ‘I did that.’ Here’s your reminder from to give yourself the credit you deserve. 💐 Tune into FM Broadcast to see the full episode. Link in bio.",Pause for a second and repeat after did your reminder from to give yourself the credit you Tune into FM Broadcast to see the full Link in,Pause second repeat reminder give credit Tune FM Broadcast see full Link,0.191,0.0,0.809,0.3818,542,2,0.6076,"get, time, know, play, see, day, big, share, future, street","['pause', 'second', 'repeat', 'reminder', 'give', 'credit', 'tune', 'broadcast', 'see', 'full', 'link']"
"“You can’t be what you can’t see.” - Makena
",,“You can’t be what you can’t see.” - Makena,,“You can’t be what you can’t see.” - Makena,,“You can’t be what you can’t see.” - Makena,be what you Makena,Makena,0.0,0.0,1.0,0.0,543,4,0.3701,"good, feel, thing, look, athlete, new, nike, go, second, football",['makena']
"No toll this direction.
",,No toll this direction.,,No toll this direction.,,No toll this direction.,No toll this,toll,0.0,0.0,1.0,0.0,544,0,0.3524,"find, way, want, mean, team, game, dream, watch, break, think",['toll']
"Put your own spin on it. #justdoit
",,Put your own spin on it. #justdoit,#justdoit,Put your own spin on it.,,Put your own spin on it.,Put your own spin on,Put spin,0.0,0.0,1.0,0.0,545,1,0.528,"take, run, first, step, come, stop, start, push, next, year","['put', 'spin']"
"The world is full of incredible places. Let the run take you there.
",,The world is full of incredible places. Let the run take you there.,,The world is full of incredible places. Let the run take you there.,,The world is full of incredible places. Let the run take you there.,The world is full of incredible Let the run take you,world full incredible Let run take,0.0,0.0,1.0,0.0,546,1,0.309,"take, run, first, step, come, stop, start, push, next, year","['world', 'full', 'incredible', 'run', 'take']"
"Tea Is Served 🎾
",,Tea Is Served 🎾,,Tea Is Served 🎾,,Tea Is Served 🎾,Tea Is Served,Tea Served,0.0,0.0,1.0,0.0,547,2,0.515,"get, time, know, play, see, day, big, share, future, street","['tea', 'serve']"
"The latest @billieeilish x Nike Air Force 1 Low combines the timeless white on white colorway with the familiar patchwork upper, creating a future favorite with infinite styling options. Tap the 🔗 in bio to get notified on SNKRS.
",,"The latest @billieeilish x Nike Air Force 1 Low combines the timeless white on white colorway with the familiar patchwork upper, creating a future favorite with infinite styling options. Tap the 🔗 in bio to get notified on SNKRS.",,"The latest @billieeilish x Nike Air Force 1 Low combines the timeless white on white colorway with the familiar patchwork upper, creating a future favorite with infinite styling options. Tap the 🔗 in bio to get notified on SNKRS.",@billieeilish,"The latest x Nike Air Force 1 Low combines the timeless white on white colorway with the familiar patchwork upper, creating a future favorite with infinite styling options. Tap the 🔗 in bio to get notified on SNKRS.",The latest x Nike Air Force Low combines the timeless white on white colorway with the familiar patchwork creating a future favorite with infinite styling Tap the in bio to get notified on,latest x Nike Air Force Low combines timeless white white colorway familiar patchwork creating future favorite infinite styling Tap bio get notified,0.206,0.083,0.711,0.4767,548,2,0.6583,"get, time, know, play, see, day, big, share, future, street","['late', 'nike', 'low', 'combine', 'timeless', 'colorway', 'familiar', 'patchwork', 'create', 'future', 'favorite', 'infinite', 'styling', 'tap', 'notify']"
"Welcome to adulting. 🙃
",,Welcome to adulting. 🙃,,Welcome to adulting. 🙃,,Welcome to adulting. 🙃,Welcome to,Welcome,1.0,0.0,0.0,0.4588,549,0,0.3616,"find, way, want, mean, team, game, dream, watch, break, think",['welcome']
"Cortez. Since day one. #teamnike @kendricklamar
",,Cortez. Since day one. #teamnike @kendricklamar,#teamnike,Cortez. Since day one. @kendricklamar,@kendricklamar,Cortez. Since day one.,Since day,Since day,0.0,0.0,1.0,0.0,550,2,0.4028,"get, time, know, play, see, day, big, share, future, street",['day']
"DC in NYC. Wale post performance at Niketown NY
",,DC in NYC. Wale post performance at Niketown NY,,DC in NYC. Wale post performance at Niketown NY,,DC in NYC. Wale post performance at Niketown NY,DC in Wale post performance at Niketown NY,DC Wale post performance Niketown NY,0.0,0.0,1.0,0.0,551,1,0.6989,"take, run, first, step, come, stop, start, push, next, year","['wale', 'post', 'performance', 'niketown', 'ny']"
"When @Neymarjr is happy, defenders never are.
",,"When @Neymarjr is happy, defenders never are.",,"When @Neymarjr is happy, defenders never are.",@Neymarjr,"When is happy, defenders never are.",When is defenders never,defenders never,0.565,0.0,0.435,0.0772,552,3,0.4978,"never, make, world, always, even, do, love, give, stay, well","['defender', 'never']"
"The world of Jéssica Silva (@jessiicasilva10) is a mosaic of athletic brilliance, immense success, emotional challenges and a loving family who grounds her through it all. 
",,"The world of Jéssica Silva (@jessiicasilva10) is a mosaic of athletic brilliance, immense success, emotional challenges and a loving family who grounds her through it all.",,"The world of Jéssica Silva (@jessiicasilva10) is a mosaic of athletic brilliance, immense success, emotional challenges and a loving family who grounds her through it all.",,"The world of Jéssica Silva (@jessiicasilva10) is a mosaic of athletic brilliance, immense success, emotional challenges and a loving family who grounds her through it all.",The world of Jéssica Silva is a mosaic of athletic immense emotional challenges and a loving family who grounds her through it,world Jéssica Silva mosaic athletic immense emotional challenges loving family grounds,0.459,0.0,0.541,0.7003,553,3,0.6452,"never, make, world, always, even, do, love, give, stay, well","['athletic', 'immense', 'emotional', 'challenge', 'love', 'family', 'ground']"
"Brilliance knows no barriers.
",,Brilliance knows no barriers.,,Brilliance knows no barriers.,,Brilliance knows no barriers.,Brilliance knows no,Brilliance knows,0.796,0.0,0.204,0.5994,554,2,0.4028,"get, time, know, play, see, day, big, share, future, street",['know']
"In every country, in every language, the same two words mean “best footballer in the world.”
",,"In every country, in every language, the same two words mean “best footballer in the world.”",,"In every country, in every language, the same two words mean “best footballer in the world.”",,"In every country, in every language, the same two words mean “best footballer in the world.”",In every in every the same two words mean footballer in the,every every two words mean footballer,0.0,0.0,1.0,0.0,555,0,0.4679,"find, way, want, mean, team, game, dream, watch, break, think","['word', 'mean', 'footballer']"
"Girl Talk controlling the crowd at SXSW. #counts
",,Girl Talk controlling the crowd at SXSW. #counts,#counts,Girl Talk controlling the crowd at SXSW.,,Girl Talk controlling the crowd at SXSW.,Girl Talk controlling the crowd at,Girl Talk controlling crowd,0.0,0.0,1.0,0.0,556,1,0.3809,"take, run, first, step, come, stop, start, push, next, year","['girl', 'talk', 'control', 'crowd']"
"Did you get there?
",,Did you get there?,,Did you get there?,,Did you get there?,Did you get,get,0.0,0.0,1.0,0.0,557,2,0.4028,"get, time, know, play, see, day, big, share, future, street",['get']
"It takes vision to realize potential. #justdoit
",,It takes vision to realize potential. #justdoit,#justdoit,It takes vision to realize potential.,,It takes vision to realize potential.,It takes vision to realize,takes vision realize,0.5,0.0,0.5,0.25,558,0,0.4045,"find, way, want, mean, team, game, dream, watch, break, think","['take', 'vision', 'realize']"
"It's a fence. Not a finish line. #justdoit
",,It's a fence. Not a finish line. #justdoit,#justdoit,It's a fence. Not a finish line.,,It's a fence. Not a finish line.,a Not a finish,finish,0.0,0.0,1.0,0.0,559,4,0.377,"good, feel, thing, look, athlete, new, nike, go, second, football",['finish']
"@kendricklamar Maker. Since day one. #NBAAllStar #MakersOfTheGame
",,@kendricklamar Maker. Since day one. #NBAAllStar #MakersOfTheGame,#NBAAllStar #MakersOfTheGame,@kendricklamar Maker. Since day one.,@kendricklamar,Maker. Since day one.,Since day,Since day,0.0,0.0,1.0,0.0,560,2,0.4028,"get, time, know, play, see, day, big, share, future, street",['day']
"Own the court. Dominate the game.
",,Own the court. Dominate the game.,,Own the court. Dominate the game.,,Own the court. Dominate the game.,Own the Dominate the,Dominate,0.0,1.0,0.0,-0.128,561,3,0.3818,"never, make, world, always, even, do, love, give, stay, well",['dominate']
"If you can get to the top of a hill, get to the top of a mountain. #justdoit
",,"If you can get to the top of a hill, get to the top of a mountain. #justdoit",#justdoit,"If you can get to the top of a hill, get to the top of a mountain.",,"If you can get to the top of a hill, get to the top of a mountain.",If you can get to the top of a get to the top of a,get top get top,0.643,0.0,0.357,0.3818,562,2,0.6499,"get, time, know, play, see, day, big, share, future, street","['get', 'top', 'get', 'top']"
"Goal met. Tiffany & Co. finishers necklace earned. This Nike Women's Marathon was one for the books. #runnwm #nike #running #marathon #nikeplus #nikefuel
",,Goal met. Tiffany & Co. finishers necklace earned. This Nike Women's Marathon was one for the books. #runnwm #nike #running #marathon #nikeplus #nikefuel,#runnwm #nike #running #marathon #nikeplus #nikefuel,Goal met. Tiffany & Co. finishers necklace earned. This Nike Women's Marathon was one for the books.,,Goal met. Tiffany & Co. finishers necklace earned. This Nike Women's Marathon was one for the books.,Goal Tiffany finishers necklace This Nike Marathon was one for the,Goal Tiffany finishers necklace Nike Marathon one,0.0,0.0,1.0,0.0,563,0,0.5632,"find, way, want, mean, team, game, dream, watch, break, think","['goal', 'finisher', 'necklace']"
"Together we create something bigger. Together is where we shine.
",,Together we create something bigger. Together is where we shine.,,Together we create something bigger. Together is where we shine.,,Together we create something bigger. Together is where we shine.,Together we create something Together is where we,Together create something Together,0.412,0.0,0.588,0.2732,564,1,0.4239,"take, run, first, step, come, stop, start, push, next, year","['together', 'create', 'together']"
"A lesson in history. #justdoit
",,A lesson in history. #justdoit,#justdoit,A lesson in history.,,A lesson in history.,A lesson in,lesson,0.0,0.0,1.0,0.0,565,4,0.3701,"good, feel, thing, look, athlete, new, nike, go, second, football",['lesson']
"It’s only a crazy dream until it’s a reality. #justdoit
",,It’s only a crazy dream until it’s a reality. #justdoit,#justdoit,It’s only a crazy dream until it’s a reality.,,It’s only a crazy dream until it’s a reality.,only a crazy dream until a,crazy dream,0.455,0.545,0.0,-0.1027,566,0,0.4832,"find, way, want, mean, team, game, dream, watch, break, think","['crazy', 'dream']"
"@ibtihajmuhammad was the first Muslim American woman to win an olympic medal. Hear more about why representation matters in sport on FM Broadcast. Link in bio.
",,@ibtihajmuhammad was the first Muslim American woman to win an olympic medal. Hear more about why representation matters in sport on FM Broadcast. Link in bio.,,@ibtihajmuhammad was the first Muslim American woman to win an olympic medal. Hear more about why representation matters in sport on FM Broadcast. Link in bio.,@ibtihajmuhammad,was the first Muslim American woman to win an olympic medal. Hear more about why representation matters in sport on FM Broadcast. Link in bio.,was the first Muslim American woman to win an olympic Hear more about why representation matters in sport on FM Link in,first Muslim American woman win olympic Hear representation matters sport FM Link,0.329,0.0,0.671,0.5994,567,1,0.5588,"take, run, first, step, come, stop, start, push, next, year","['first', 'american', 'win', 'hear', 'representation', 'matter', 'link']"
"10 years of Nike Free have gone by fast. Here's to the next 10 going by faster. #justdoit
",,10 years of Nike Free have gone by fast. Here's to the next 10 going by faster. #justdoit,#justdoit,10 years of Nike Free have gone by fast. Here's to the next 10 going by faster.,,10 years of Nike Free have gone by fast. Here's to the next 10 going by faster.,years of Nike Free have gone by to the next going by,years Nike Free gone next going,0.398,0.0,0.602,0.5106,568,1,0.3812,"take, run, first, step, come, stop, start, push, next, year","['year', 'go', 'next', 'go']"
"Nathan Féliot spent years trying to find passion on the court, the field, and the pitch. But once he unlocked his love of dance, there was no denying his heart belonged onstage. 
",,"Nathan Féliot spent years trying to find passion on the court, the field, and the pitch. But once he unlocked his love of dance, there was no denying his heart belonged onstage.",,"Nathan Féliot spent years trying to find passion on the court, the field, and the pitch. But once he unlocked his love of dance, there was no denying his heart belonged onstage.",,"Nathan Féliot spent years trying to find passion on the court, the field, and the pitch. But once he unlocked his love of dance, there was no denying his heart belonged onstage.",Nathan Féliot spent years trying to find passion on the the and the But once he unlocked his love of there was no denying his heart belonged,Nathan Féliot spent years trying find passion unlocked love denying heart belonged,0.387,0.129,0.484,0.7003,569,0,0.4911,"find, way, want, mean, team, game, dream, watch, break, think","['spend', 'year', 'try', 'find', 'passion', 'unlocked', 'love', 'deny', 'heart', 'belong']"
"Total control to run the midfield. CTR360 Maestri II. #Iniesta #makeitcount
",,Total control to run the midfield. CTR360 Maestri II. #Iniesta #makeitcount,#Iniesta #makeitcount,Total control to run the midfield. CTR360 Maestri II.,,Total control to run the midfield. CTR360 Maestri II.,Total control to run the Maestri,Total control run Maestri,0.0,0.0,1.0,0.0,570,0,0.4848,"find, way, want, mean, team, game, dream, watch, break, think","['total', 'control', 'run', 'maestri']"
"Everyone starts somewhere. The 2023 Serena Williams Design Crew Collection is made for the dreamers, by the dreamers with a vision for where design and fashion is headed.
",,"Everyone starts somewhere. The 2023 Serena Williams Design Crew Collection is made for the dreamers, by the dreamers with a vision for where design and fashion is headed.",,"Everyone starts somewhere. The 2023 Serena Williams Design Crew Collection is made for the dreamers, by the dreamers with a vision for where design and fashion is headed.",,"Everyone starts somewhere. The 2023 Serena Williams Design Crew Collection is made for the dreamers, by the dreamers with a vision for where design and fashion is headed.",Everyone starts The Serena Williams Design Crew Collection is made for the by the dreamers with a vision for where design and fashion is,Everyone starts Serena Williams Design Crew Collection made dreamers vision design fashion,0.154,0.0,0.846,0.25,571,2,0.4214,"get, time, know, play, see, day, big, share, future, street","['start', 'design', 'crew', 'collection', 'make', 'dreamer', 'vision', 'design', 'fashion']"
"When the world's greatest athletes get together for the world's greatest ⚽ tournament, epic things are bound to happen. We're talking wonder goals and smashing tackles. Feats of individual brilliance and incredible teamwork. MVPs past, present and future going for glory, no matter the cost. The trophy is waiting. Are you ready? Line up behind your squad with The 2023 Nike National Team Kits & Collections.👇
",,"When the world's greatest athletes get together for the world's greatest ⚽ tournament, epic things are bound to happen. We're talking wonder goals and smashing tackles. Feats of individual brilliance and incredible teamwork. MVPs past, present and future going for glory, no matter the cost. The trophy is waiting. Are you ready? Line up behind your squad with The 2023 Nike National Team Kits & Collections.👇",,"When the world's greatest athletes get together for the world's greatest ⚽ tournament, epic things are bound to happen. We're talking wonder goals and smashing tackles. Feats of individual brilliance and incredible teamwork. MVPs past, present and future going for glory, no matter the cost. The trophy is waiting. Are you ready? Line up behind your squad with The 2023 Nike National Team Kits & Collections.👇",,"When the world's greatest athletes get together for the world's greatest ⚽ tournament, epic things are bound to happen. We're talking wonder goals and smashing tackles. Feats of individual brilliance and incredible teamwork. MVPs past, present and future going for glory, no matter the cost. The trophy is waiting. Are you ready? Line up behind your squad with The 2023 Nike National Team Kits & Collections.👇",When the greatest athletes get together for the greatest epic things are bound to talking wonder goals and smashing Feats of individual brilliance and incredible MVPs present and future going for no matter the The trophy is Are you Line up behind your squad with The Nike National Team Kits,greatest athletes get together greatest epic things bound talking wonder goals smashing Feats individual brilliance incredible MVPs present future going matter trophy Line behind squad Nike National Team Kits,0.349,0.0,0.651,0.9246,572,4,0.5078,"good, feel, thing, look, athlete, new, nike, go, second, football","['great', 'athlete', 'get', 'together', 'great', 'epic', 'thing', 'bind', 'talk', 'wonder', 'goal', 'smash', 'individual', 'brilliance', 'incredible', 'present', 'future', 'go', 'matter', 'trophy', 'line', 'team', 'kit']"
"“You do have to know who you are outside the sport so that when it doesn't go well, your entire world doesn't collapse.”
",,"“You do have to know who you are outside the sport so that when it doesn't go well, your entire world doesn't collapse.”",,"“You do have to know who you are outside the sport so that when it doesn't go well, your entire world doesn't collapse.”",,"“You do have to know who you are outside the sport so that when it doesn't go well, your entire world doesn't collapse.”",do have to know who you are outside the sport so that when it go your entire world,know outside sport go entire world,0.0,0.0,1.0,0.0,573,3,0.4364,"never, make, world, always, even, do, love, give, stay, well","['know', 'sport', 'go', 'entire', 'world']"
"How do you update a classic shoe with more environmentally preferred materials, without messing with what made it great? With data, of course! Since about 70% of Nike’s carbon footprint comes from materials, knowing what you use to make a shoe has a big impact.
",,"How do you update a classic shoe with more environmentally preferred materials, without messing with what made it great? With data, of course! Since about 70% of Nike’s carbon footprint comes from materials, knowing what you use to make a shoe has a big impact.",,"How do you update a classic shoe with more environmentally preferred materials, without messing with what made it great? With data, of course! Since about 70% of Nike’s carbon footprint comes from materials, knowing what you use to make a shoe has a big impact.",,"How do you update a classic shoe with more environmentally preferred materials, without messing with what made it great? With data, of course! Since about 70% of Nike’s carbon footprint comes from materials, knowing what you use to make a shoe has a big impact.",How do you update a classic shoe with more environmentally preferred without messing with what made it With of Since about of carbon footprint comes from knowing what you use to make a shoe has a big,update classic shoe environmentally preferred without messing made Since carbon footprint comes knowing use make shoe big,0.0,0.0,1.0,0.0,574,3,0.453,"never, make, world, always, even, do, love, give, stay, well","['update', 'classic', 'shoe', 'environmentally', 'prefer', 'make', 'carbon', 'footprint', 'come', 'know', 'use', 'make', 'shoe', 'big']"
"Nothing but sky above, sea below, and the road ahead. The Journey continues. @betterworldjourney
",,"Nothing but sky above, sea below, and the road ahead. The Journey continues. @betterworldjourney",,"Nothing but sky above, sea below, and the road ahead. The Journey continues. @betterworldjourney",@betterworldjourney,"Nothing but sky above, sea below, and the road ahead. The Journey continues.",Nothing but sky sea and the road The Journey,Nothing sky sea road Journey,0.0,0.0,1.0,0.0,575,4,0.3624,"good, feel, thing, look, athlete, new, nike, go, second, football","['sky', 'sea', 'road', 'journey']"
"Her greatness on the pitch was only matched by greatness off of it. @mrapinoe, Job Well Done.
",,"Her greatness on the pitch was only matched by greatness off of it. @mrapinoe, Job Well Done.",,"Her greatness on the pitch was only matched by greatness off of it. @mrapinoe, Job Well Done.","@mrapinoe,",Her greatness on the pitch was only matched by greatness off of it. Job Well Done.,Her greatness on the pitch was only matched by greatness off of Job Well,greatness pitch matched greatness Job Well,0.296,0.0,0.704,0.2732,576,3,0.3915,"never, make, world, always, even, do, love, give, stay, well","['greatness', 'pitch', 'match', 'greatness', 'job', 'well']"
"We learned how to play the game in your fields. How to hike your mountains and climb your walls. How to surf your waters and swim your seas. How to ski your slopes and skate your frozen ponds. How to run your trails and blaze our own.
",,We learned how to play the game in your fields. How to hike your mountains and climb your walls. How to surf your waters and swim your seas. How to ski your slopes and skate your frozen ponds. How to run your trails and blaze our own.,,We learned how to play the game in your fields. How to hike your mountains and climb your walls. How to surf your waters and swim your seas. How to ski your slopes and skate your frozen ponds. How to run your trails and blaze our own.,,We learned how to play the game in your fields. How to hike your mountains and climb your walls. How to surf your waters and swim your seas. How to ski your slopes and skate your frozen ponds. How to run your trails and blaze our own.,We learned how to play the game in your How to hike your mountains and climb your How to surf your waters and swim your How to ski your slopes and skate your frozen How to run your trails and blaze our,learned play game hike mountains climb surf waters swim ski slopes skate frozen run trails blaze,0.138,0.0,0.862,0.34,577,3,0.6464,"never, make, world, always, even, do, love, give, stay, well","['learn', 'play', 'game', 'hike', 'mountain', 'climb', 'surf', 'water', 'swim', 'ski', 'slope', 'skate', 'frozen', 'run', 'trail', 'blaze']"
"Advocate @gia.parr never ceases to amaze 🤩 At 18 years old, she has already accomplished so much – from coming out as transgender to writing a children’s book about her experience, “A Kid’s Book About Being Transgender” 📖 to always being the one to say YES to every new sport and activity. It’s clear that with so much wisdom at such a young age, Gia was #BornReady to lead and inspire a new generation of girls 💥 
",,"Advocate @gia.parr never ceases to amaze 🤩 At 18 years old, she has already accomplished so much – from coming out as transgender to writing a children’s book about her experience, “A Kid’s Book About Being Transgender” 📖 to always being the one to say YES to every new sport and activity. It’s clear that with so much wisdom at such a young age, Gia was #BornReady to lead and inspire a new generation of girls 💥",#BornReady,"Advocate @gia.parr never ceases to amaze 🤩 At 18 years old, she has already accomplished so much – from coming out as transgender to writing a children’s book about her experience, “A Kid’s Book About Being Transgender” 📖 to always being the one to say YES to every new sport and activity. It’s clear that with so much wisdom at such a young age, Gia was to lead and inspire a new generation of girls 💥",@gia.parr,"Advocate never ceases to amaze 🤩 At 18 years old, she has already accomplished so much – from coming out as transgender to writing a children’s book about her experience, “A Kid’s Book About Being Transgender” 📖 to always being the one to say YES to every new sport and activity. It’s clear that with so much wisdom at such a young age, Gia was to lead and inspire a new generation of girls 💥",Advocate never ceases to amaze At years she has already accomplished so much from coming out as transgender to writing a book about her Book About Being to always being the one to say YES to every new sport and clear that with so much wisdom at such a young Gia was to lead and inspire a new generation of girls,Advocate never ceases amaze years already accomplished much coming transgender writing book Book always one say YES every new sport clear much wisdom young Gia lead inspire new generation girls,0.374,0.066,0.56,0.9214,578,0,0.575,"find, way, want, mean, team, game, dream, watch, break, think","['advocate', 'never', 'cease', 'amaze', 'year', 'already', 'accomplish', 'much', 'come', 'transgender', 'writing', 'book', 'book', 'always', 'say', 'new', 'sport', 'clear', 'much', 'wisdom', 'young', 'lead', 'inspire', 'new', 'generation', 'girl']"
"Being like a Lioness means celebrating individuality. Lifting up the people around you 🙌 Aiming higher than ever, holding the door wide open when you get there...and doing it all in style ⚽. #LikeaLioness⚡#NikeFC
",,"Being like a Lioness means celebrating individuality. Lifting up the people around you 🙌 Aiming higher than ever, holding the door wide open when you get there...and doing it all in style ⚽. #LikeaLioness⚡#NikeFC",#LikeaLioness⚡#NikeFC,"Being like a Lioness means celebrating individuality. Lifting up the people around you 🙌 Aiming higher than ever, holding the door wide open when you get there...and doing it all in style ⚽.",,"Being like a Lioness means celebrating individuality. Lifting up the people around you 🙌 Aiming higher than ever, holding the door wide open when you get there...and doing it all in style ⚽.",Being like a Lioness means celebrating Lifting up the people around you Aiming higher than holding the door wide open when you get doing it all in style,like Lioness means celebrating Lifting people around Aiming higher holding door wide open get style,0.323,0.0,0.677,0.7351,579,4,0.3257,"good, feel, thing, look, athlete, new, nike, go, second, football","['lioness', 'mean', 'celebrate', 'lift', 'people', 'aim', 'high', 'hold', 'door', 'wide', 'open', 'get', 'style']"
"Join Forces with So Dope Dance Academy 🤝
",,Join Forces with So Dope Dance Academy 🤝,,Join Forces with So Dope Dance Academy 🤝,,Join Forces with So Dope Dance Academy 🤝,Join Forces with So Dope Dance Academy,Join Forces Dope Dance Academy,0.355,0.0,0.645,0.296,580,1,0.5172,"take, run, first, step, come, stop, start, push, next, year","['join', 'force', 'dance', 'academy']"
"Back for seconds.
",,Back for seconds.,,Back for seconds.,,Back for seconds.,Back for,Back,0.0,0.0,1.0,0.0,581,1,0.4172,"take, run, first, step, come, stop, start, push, next, year",['back']
"Going over vs. going around. #counts
",,Going over vs. going around. #counts,#counts,Going over vs. going around.,,Going over vs. going around.,Going over going,Going going,0.0,0.0,1.0,0.0,582,4,0.4406,"good, feel, thing, look, athlete, new, nike, go, second, football","['go', 'go']"
"A storm is coming. @usabasketball has their sights set on 5 in a row. #gameonworld #WBF
",,A storm is coming. @usabasketball has their sights set on 5 in a row. #gameonworld #WBF,#gameonworld #WBF,A storm is coming. @usabasketball has their sights set on 5 in a row.,@usabasketball,A storm is coming. has their sights set on 5 in a row.,A storm is has their sights set on in a,storm sights set,0.0,0.0,1.0,0.0,583,1,0.6035,"take, run, first, step, come, stop, start, push, next, year","['storm', 'sight', 'set']"
"Never Done pushing limits.
",,Never Done pushing limits.,,Never Done pushing limits.,,Never Done pushing limits.,Never Done pushing,Never Done pushing,0.0,0.0,1.0,0.0,584,3,0.4201,"never, make, world, always, even, do, love, give, stay, well","['never', 'do', 'push']"
"The #CR7 Nike Mercurial Vapor VIII combines two pieces of glass fiber to forge a single sole plate, increasing flexibility and responsiveness. Find explosive speed. #nike #mercurial #football #soccer #cristiano
",,"The #CR7 Nike Mercurial Vapor VIII combines two pieces of glass fiber to forge a single sole plate, increasing flexibility and responsiveness. Find explosive speed. #nike #mercurial #football #soccer #cristiano",#CR7 #nike #mercurial #football #soccer #cristiano,"The Nike Mercurial Vapor VIII combines two pieces of glass fiber to forge a single sole plate, increasing flexibility and responsiveness. Find explosive speed.",,"The Nike Mercurial Vapor VIII combines two pieces of glass fiber to forge a single sole plate, increasing flexibility and responsiveness. Find explosive speed.",The Nike Mercurial Vapor VIII combines two pieces of glass fiber to forge a single sole increasing flexibility and Find explosive,Nike Mercurial Vapor VIII combines two pieces glass fiber forge single sole increasing flexibility Find explosive,0.138,0.0,0.862,0.34,585,4,0.6522,"good, feel, thing, look, athlete, new, nike, go, second, football","['vapor', 'viii', 'combine', 'piece', 'glass', 'fiber', 'forge', 'single', 'sole', 'increase', 'flexibility', 'find', 'explosive']"
"Doubles Trouble.
",,Doubles Trouble.,,Doubles Trouble.,,Doubles Trouble.,Doubles,Doubles,0.0,0.0,1.0,0.0,586,4,0.3769,"good, feel, thing, look, athlete, new, nike, go, second, football",['double']
"Behind the line. In front of the nation. #WBF @trey5
",,Behind the line. In front of the nation. #WBF @trey5,#WBF,Behind the line. In front of the nation. @trey5,@trey5,Behind the line. In front of the nation.,Behind the In front of the,Behind front,0.0,0.0,1.0,0.0,587,0,0.3607,"find, way, want, mean, team, game, dream, watch, break, think",['front']
"Nice To Beat You.
",,Nice To Beat You.,,Nice To Beat You.,,Nice To Beat You.,Nice To Beat,Nice Beat,0.737,0.0,0.263,0.4215,588,1,0.5253,"take, run, first, step, come, stop, start, push, next, year","['nice', 'beat']"
"12 weeks of training. 13.1 miles to go.
",,12 weeks of training. 13.1 miles to go.,,12 weeks of training. 13.1 miles to go.,,12 weeks of training. 13.1 miles to go.,weeks of miles to,weeks miles,0.0,0.0,1.0,0.0,589,4,0.4956,"good, feel, thing, look, athlete, new, nike, go, second, football","['week', 'mile']"
"“Victory redefined means sharing the spotlight and really appreciating and valuing people for who they are and what they bring to the table.” @mrapinoe 
",,“Victory redefined means sharing the spotlight and really appreciating and valuing people for who they are and what they bring to the table.” @mrapinoe,,“Victory redefined means sharing the spotlight and really appreciating and valuing people for who they are and what they bring to the table.” @mrapinoe,@mrapinoe,“Victory redefined means sharing the spotlight and really appreciating and valuing people for who they are and what they bring to the table.”,redefined means sharing the spotlight and really appreciating and valuing people for who they are and what they bring to the,redefined means sharing spotlight really appreciating valuing people bring,0.591,0.0,0.409,0.8258,590,0,0.4881,"find, way, want, mean, team, game, dream, watch, break, think","['mean', 'share', 'spotlight', 'really', 'appreciate', 'value', 'people', 'bring']"
